Application:, Trigno Discover (1.6.5)
Date/Time:, 29/01/2025 10:27:49
Collection Length (seconds):, 28.4445
wrist (81457), , , , , , bicep (81139)
sensor mode: 609, , , , , , sensor mode: 40
ACC X (G), ACC Y (G), ACC Z (G), GYRO X (deg/s), GYRO Y (deg/s), GYRO Z (deg/s), EMG 1 (mV)
370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 2148.1481 Hz
0.9326172, -0.0727539, -0.331543, -23.2317085, -6.0365853, 6.4024391, -0.0520333
0.9458008, -0.0776367, -0.3203125, -23.9634151, -4.9390244, 6.5853658, -0.0486763
0.9682617, -0.1000977, -0.2998047, -23.9024391, -3.9024391, 6.0365853, -0.0473335
0.9726562, -0.1137695, -0.3012695, -23.8414631, -4.0243902, 5.9146342, -0.0473335
0.9633789, -0.1220703, -0.3139648, -23.3536587, -4.2073174, 5.7926831, -0.0459907
0.965332, -0.1118164, -0.331543, -23.1097565, -4.5731707, 6.0975609, -0.0439765
0.9731445, -0.1054688, -0.3354492, -22.5, -4.0853658, 6.3414636, -0.0386053
0.9819336, -0.1064453, -0.3364258, -22.439024, -4.0853658, 6.4634147, -0.0386053
0.9887695, -0.1040039, -0.3354492, -22.439024, -4.5121951, 6.5853658, -0.0446479
0.9946289, -0.109375, -0.3330078, -22.6219521, -4.4512196, 6.4024391, -0.0352483
0.9970703, -0.1113281, -0.3325195, -22.6219521, -4.7560978, 7.1951222, -0.017792
1.0024414, -0.1137695, -0.3276367, -22.439024, -4.8170733, 7.3780489, -0.003357
1.0009766, -0.1074219, -0.3271484, -21.8292694, -4.9390244, 7.3170733, 0.0104067
0.9970703, -0.1049805, -0.3173828, -20.6707325, -4.7560978, 6.8292685, 0.014435
0.9926758, -0.1040039, -0.3095703, -19.8780499, -4.6951222, 6.6463418, 0.0104067
0.9824219, -0.0996094, -0.3037109, -19.5731716, -4.8170733, 6.7073174, 0.0097353
0.9780273, -0.09375, -0.2905273, -19.4512196, -5.3048782, 6.7682929, 0.0050355
0.9711914, -0.0898438, -0.277832, -19.0243912, -5.2439027, 6.5853658, -0.0023499
0.9692383, -0.0800781, -0.2568359, -18.5365849, -4.9390244, 6.6463418, -0.0104067
0.9575195, -0.0751953, -0.2519531, -18.2926826, -5.1829271, 6.3414636, -0.017792
0.9570312, -0.0673828, -0.2529297, -18.3536587, -5.3048782, 6.280488, -0.0248417
0.9526367, -0.0615234, -0.2524414, -18.4146347, -6.4634147, 6.6463418, -0.0298772
0.9545898, -0.0654297, -0.2553711, -18.4756107, -7.0731707, 6.4634147, -0.03122
0.9575195, -0.0712891, -0.2626953, -18.3536587, -8.6585369, 6.4634147, -0.0298772
0.9599609, -0.1049805, -0.265625, -18.0487804, -10.1219511, 6.8292685, -0.0409552
0.9614258, -0.1137695, -0.2685547, -17.7439022, -10.2439022, 6.890244, -0.0547189
0.9584961, -0.1245117, -0.2807617, -16.3414631, -9.4512196, 7.1341467, -0.056733
0.9570312, -0.1152344, -0.2768555, -15.6097565, -8.9024391, 7.0121951, -0.0547189
0.9589844, -0.1044922, -0.2719727, -13.780488, -7.8048782, 6.0975609, -0.0473335
0.9536133, -0.0898438, -0.2744141, -12.9878054, -7.8658538, 5.3658538, -0.0426337
0.9550781, -0.0839844, -0.2875977, -12.5, -8.1707315, 4.9390244, -0.0302129
0.9628906, -0.0864258, -0.3071289, -12.3780489, -8.780488, 5.0609756, -0.0198062
0.9663086, -0.090332, -0.3139648, -13.1097565, -9.7560978, 5.7926831, -0.0073854
0.980957, -0.0864258, -0.3237305, -13.1707315, -9.7560978, 5.8536587, -0.0057069
0.9814453, -0.0869141, -0.3271484, -12.8048782, -8.780488, 5.7317076, -0.0127565
0.9750977, -0.0717773, -0.3334961, -12.5, -7.7439027, 5.4878049, -0.0285344
0.9702148, -0.0654297, -0.3383789, -12.5, -7.6829271, 5.609756, -0.0298772
0.9682617, -0.0600586, -0.3354492, -13.5975609, -7.9878049, 6.0365853, -0.0288701
0.9692383, -0.0634766, -0.3232422, -14.0853662, -8.2317076, 6.0975609, -0.0298772
0.9707031, -0.0756836, -0.3178711, -15.1829271, -8.841464, 5.9756098, -0.0204776
0.9736328, -0.0854492, -0.3173828, -15.2439032, -8.6585369, 6.2195125, -0.0164492
0.9770508, -0.0893555, -0.3168945, -15, -8.780488, 6.5853658, -0.0164492
0.9711914, -0.0869141, -0.3183594, -14.8780489, -8.4146347, 6.7073174, -0.0151064
0.972168, -0.078125, -0.3105469, -14.8780489, -7.5609756, 6.8292685, -0.0164492
0.9667969, -0.0551758, -0.3007812, -15, -6.7073174, 6.4634147, -0.0157778
0.9663086, -0.0483398, -0.2939453, -15.3048782, -6.7073174, 6.280488, -0.0104067
0.9677734, -0.0454102, -0.2958984, -16.4634151, -8.1097565, 6.280488, -0.0077211
0.9658203, -0.0541992, -0.3012695, -16.8902435, -8.9024391, 6.280488, -0.0070497
0.9775391, -0.0742188, -0.3051758, -17.8658543, -10.3048782, 7.0731707, -0.0124208
0.9858398, -0.0976562, -0.3032227, -17.8048782, -10.6707315, 7.3170733, -0.0191348
0.9863281, -0.1088867, -0.300293, -17.1341476, -9.5731707, 7.3170733, -0.027863
0.9799805, -0.1118164, -0.2998047, -16.7073174, -8.9634151, 7.1951222, -0.0439765
0.9746094, -0.1113281, -0.3027344, -15.5487804, -7.8048782, 6.3414636, -0.0580758
0.9599609, -0.1113281, -0.2988281, -15.5487804, -7.7439027, 5.9756098, -0.0715038
0.9550781, -0.1035156, -0.2954102, -15.5487804, -7.8048782, 5.4268293, -0.0795605
0.956543, -0.0869141, -0.2983398, -15.9146347, -8.1707315, 4.8170733, -0.0815747
