Application:, Trigno Discover (1.6.5)
Date/Time:, 12/02/2025 17:09:37
Collection Length (seconds):, 39.123
wrist (81457), , , , , , bicep (81139)
sensor mode: 609, , , , , , sensor mode: 40
ACC X (G), ACC Y (G), ACC Z (G), GYRO X (deg/s), GYRO Y (deg/s), GYRO Z (deg/s), EMG 1 (mV)
370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 2148.1481 Hz
0.9228516, -0.2192383, -0.3300781, -0.6707317, -10.1829271, 3.2317073, -0.0421302
0.9350586, -0.2177734, -0.3320312, -1.0365853, -10.5487804, 3.2926829, -0.0431373
0.9521484, -0.2358398, -0.3310547, -1.4634147, -9.6951218, 2.6219513, -0.0397803
0.9575195, -0.2509766, -0.3154297, -1.0365853, -8.1097565, 2.0121951, -0.0374304
0.9492188, -0.2568359, -0.3095703, -0.7926829, -7.6829271, 1.7682927, -0.0386053
0.9311523, -0.262207, -0.2993164, 0.1829268, -6.7073174, 1.0365853, -0.0399481
0.9208984, -0.2602539, -0.2939453, 1.3414634, -6.280488, 0.9756098, -0.0364233
0.8994141, -0.2568359, -0.2792969, 3.5365853, -6.890244, 1.3414634, -0.0357519
0.8930664, -0.2539062, -0.2753906, 4.2682929, -7.0731707, 1.402439, -0.0359197
0.887207, -0.230957, -0.2739258, 6.1585369, -7.8048782, 1.7073171, -0.0350805
0.8862305, -0.2163086, -0.2763672, 6.5243902, -8.0487804, 1.7073171, -0.0360876
0.8916016, -0.199707, -0.2905273, 6.7682929, -8.780488, 1.7682927, -0.0340734
0.8950195, -0.1933594, -0.293457, 6.2195125, -9.0853662, 1.7682927, -0.0344091
0.8994141, -0.1865234, -0.3095703, 4.390244, -10.6097565, 2.0731707, -0.0317235
0.9130859, -0.1933594, -0.3076172, 2.2560976, -11.219512, 1.8902439, -0.0292058
0.918457, -0.2055664, -0.3100586, 1.8292683, -11.280488, 2.4390244, -0.0337377
0.925293, -0.2231445, -0.3173828, 0.7926829, -11.9512196, 3.2317073, -0.0394446
0.9306641, -0.2324219, -0.3173828, 1.1585366, -11.8292685, 3.2317073, -0.043473
0.9267578, -0.2470703, -0.3295898, 2.1341465, -11.9512196, 3.1097562, -0.0480049
0.9262695, -0.2509766, -0.3256836, 2.804878, -11.8292685, 2.9878049, -0.0461585
0.9257812, -0.2607422, -0.3251953, 4.0853658, -11.219512, 2.8658538, -0.0464942
0.9243164, -0.2651367, -0.3242188, 4.8780489, -11.219512, 3.0487804, -0.0424659
0.921875, -0.2612305, -0.3251953, 6.4634147, -10.7926836, 2.5, -0.0381018
0.9174805, -0.2612305, -0.3251953, 7.0731707, -10.4268293, 2.5, -0.0364233
0.9033203, -0.25, -0.3300781, 8.1097565, -10.6097565, 2.9878049, -0.0364233
0.8920898, -0.234375, -0.3452148, 7.8658538, -11.280488, 3.4756098, -0.0327306
0.8950195, -0.2299805, -0.3530273, 7.6829271, -11.7682934, 3.9024391, -0.0258488
0.9023438, -0.21875, -0.3613281, 5.609756, -12.9268293, 4.2682929, -0.0243381
0.9116211, -0.2192383, -0.362793, 4.6341462, -13.841464, 4.5121951, -0.0203098
0.9160156, -0.2265625, -0.3496094, 2.6829269, -14.5731707, 4.8780489, -0.0176242
0.9208984, -0.2270508, -0.3432617, 1.6463414, -14.4512196, 5.3658538, -0.0182956
0.9169922, -0.2231445, -0.3325195, 0.2439024, -13.5975609, 6.0365853, -0.0193027
0.9125977, -0.2202148, -0.3271484, -0.4878049, -13.3536587, 6.1585369, -0.0169528
0.8999023, -0.2084961, -0.3164062, -1.8902439, -13.6585369, 6.890244, -0.0172885
0.8969727, -0.199707, -0.3173828, -2.195122, -14.0853662, 7.3170733, -0.0206455
0.894043, -0.1855469, -0.331543, -3.9024391, -16.4024391, 8.2926826, -0.0229953
0.9082031, -0.1855469, -0.3515625, -6.280488, -18.7195129, 9.2073174, -0.0209812
0.9213867, -0.1870117, -0.3613281, -7.4390244, -19.6341476, 9.6341467, -0.0253452
0.9511719, -0.2060547, -0.3793945, -10.1829271, -21.7682934, 9.8170738, -0.0350805
0.9589844, -0.2202148, -0.3842773, -11.7073174, -22.2560978, 9.9390249, -0.0424659
0.9628906, -0.2583008, -0.371582, -13.3536587, -22.9268303, 9.9390249, -0.051194
0.9624023, -0.2739258, -0.3588867, -13.9634151, -22.6829281, 10.1829271, -0.0572366
0.9453125, -0.2983398, -0.3286133, -14.1463413, -22.5, 10.060976, -0.0532082
0.9287109, -0.3007812, -0.3149414, -13.7195129, -22.439024, 9.9390249, -0.0520333
0.9008789, -0.3022461, -0.2802734, -11.6463413, -22.1951218, 10, -0.0515297
0.8955078, -0.3027344, -0.2666016, -10.5487804, -22.5, 9.7560978, -0.0439765
0.8920898, -0.2944336, -0.25, -7.9878049, -23.8414631, 9.5731707, -0.0350805
0.8867188, -0.2822266, -0.2451172, -6.5243902, -24.5731716, 8.841464, -0.0270237
0.8901367, -0.2758789, -0.253418, -6.280488, -24.6951218, 9.0243902, -0.0179599
0.8959961, -0.2788086, -0.2753906, -7.0121951, -25.9146347, 9.3902445, -0.0125887
0.9018555, -0.2719727, -0.2895508, -7.6829271, -26.4024391, 9.8780489, -0.0085603
0.9199219, -0.2788086, -0.309082, -8.780488, -27.0731716, 9.8780489, -0.005539
0.9267578, -0.2827148, -0.3222656, -9.1463413, -27.1341476, 10.060976, -0.0016785
0.9277344, -0.284668, -0.3544922, -9.7560978, -26.7682934, 9.3292685, -0.0008392
0.9267578, -0.2797852, -0.3686523, -10.4268293, -26.5243912, 9.2682924, 0.002182
0.9169922, -0.2739258, -0.3901367, -11.9512196, -25.7926826, 9.0243902, 0.0082246
