Application:, Trigno Discover (1.6.5)
Date/Time:, 29/01/2025 17:19:32
Collection Length (seconds):, 55.3365
wrist (81457), , , , , , bicep (81139)
sensor mode: 609, , , , , , sensor mode: 40
ACC X (G), ACC Y (G), ACC Z (G), GYRO X (deg/s), GYRO Y (deg/s), GYRO Z (deg/s), EMG 1 (mV)
370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 2148.1481 Hz
0.9462891, -0.2475586, -0.1123047, -15.1219511, -12.1951218, -3.7804878, -0.0298772
0.9428711, -0.246582, -0.1074219, -15.9756098, -12.0731707, -3.5365853, -0.0339055
0.9394531, -0.2514648, -0.1015625, -16.280489, -11.6463413, -3.0487804, -0.0298772
0.9414062, -0.2470703, -0.0996094, -16.8292694, -10.9756098, -1.8292683, -0.027863
0.9389648, -0.2421875, -0.0898438, -16.6463413, -10, -0.5487805, -0.0231632
0.9438477, -0.2412109, -0.0874023, -16.7073174, -9.8170738, -0.3048781, -0.0218204
0.9506836, -0.237793, -0.0839844, -16.0365849, -10, 0.1219512, -0.0218204
0.9604492, -0.2353516, -0.0830078, -15.4878054, -10, 0.1829268, -0.0292058
0.9697266, -0.2333984, -0.0825195, -14.0853662, -10.1829271, 0.3658537, -0.0265202
0.972168, -0.2299805, -0.0844727, -13.4756098, -10.1219511, -0.2439024, -0.0238346
0.9785156, -0.2250977, -0.0874023, -12.3170738, -10.3048782, -0.9146342, -0.0305486
0.9838867, -0.2216797, -0.097168, -12.0121956, -10.4268293, -1.2195122, -0.0275273
0.9838867, -0.2255859, -0.0966797, -12.0121956, -10.1829271, -1.7073171, -0.027863
0.9833984, -0.2246094, -0.1074219, -12.3170738, -9.6951218, -2.2560976, -0.0298772
0.9853516, -0.2246094, -0.1074219, -13.0487804, -9.3292685, -1.5853659, -0.03122
0.9824219, -0.2314453, -0.1157227, -14.1463413, -8.4756098, -1.0365853, -0.0298772
0.9868164, -0.2324219, -0.1201172, -15.5487804, -8.1097565, -0.5487805, -0.0258488
0.9838867, -0.2333984, -0.1206055, -17.8658543, -7.4390244, 0.5487805, -0.0271916
0.9824219, -0.237793, -0.1113281, -19.0853672, -7.3780489, 1.2804878, -0.024506
0.9824219, -0.2363281, -0.1118164, -21.4024391, -6.9512196, 1.8292683, -0.03122
0.9833984, -0.2392578, -0.0957031, -21.9512196, -6.8292685, 2.0731707, -0.0379339
0.984375, -0.2407227, -0.0927734, -23.6585369, -6.890244, 2.5609756, -0.0372625
0.9848633, -0.2363281, -0.081543, -23.9634151, -7.1341467, 2.6829269, -0.0359197
0.9829102, -0.2348633, -0.074707, -24.0853672, -7.3170733, 2.4390244, -0.0406195
0.9838867, -0.2338867, -0.059082, -24.0853672, -7.5, 2.4390244, -0.0433051
0.9853516, -0.2329102, -0.0517578, -22.6219521, -8.1097565, 1.8292683, -0.0406195
0.9873047, -0.2329102, -0.0473633, -20.8536587, -8.0487804, 1.1585366, -0.0379339
0.9863281, -0.2338867, -0.0458984, -19.7560978, -8.2926826, 1.097561, -0.0382696
0.9853516, -0.2294922, -0.0454102, -17.9268303, -8.2926826, 0.3048781, -0.0399481
0.9790039, -0.2319336, -0.0449219, -17.2560978, -8.719512, 0.1219512, -0.038941
0.9785156, -0.2290039, -0.0512695, -15.9756098, -8.9024391, -0.5487805, -0.0439765
0.9736328, -0.2314453, -0.0541992, -15.2439032, -8.9024391, -0.9756098, -0.0406195
0.9702148, -0.2285156, -0.059082, -14.4512196, -9.6951218, -1.5853659, -0.0433051
0.9697266, -0.2299805, -0.078125, -13.9634151, -9.5731707, -1.7682927, -0.0433051
0.9643555, -0.2294922, -0.081543, -13.4146347, -9.8780489, -1.5853659, -0.0419623
0.9633789, -0.2241211, -0.0888672, -12.9268293, -9.7560978, -1.402439, -0.0379339
0.9658203, -0.2231445, -0.1000977, -12.5, -10, -0.6097561, -0.0386053
0.9707031, -0.2211914, -0.1181641, -12.3780489, -10, -0.0609756, -0.0412909
0.9750977, -0.2236328, -0.1264648, -12.6829271, -9.9390249, 0.1829268, -0.0392767
0.9785156, -0.2246094, -0.1381836, -13.7195129, -9.2073174, 0.9146342, -0.0392767
0.984375, -0.2182617, -0.144043, -14.7560978, -8.6585369, 1.0365853, -0.0433051
0.984375, -0.2148438, -0.1445312, -16.9512196, -7.0731707, 1.402439, -0.0409552
0.9814453, -0.2104492, -0.1503906, -17.9878044, -6.4634147, 1.2195122, -0.0379339
0.9824219, -0.2099609, -0.1474609, -20.4268303, -5.4878049, 1.3414634, -0.0372625
0.9731445, -0.2119141, -0.1484375, -21.7682934, -5, 1.4634147, -0.0372625
0.9697266, -0.2197266, -0.1474609, -24.3292694, -4.9390244, 1.2195122, -0.0392767
0.9580078, -0.2250977, -0.137207, -25.4878063, -4.9390244, 1.402439, -0.0392767
0.9511719, -0.234375, -0.1328125, -27.1951218, -4.5731707, 1.3414634, -0.0386053
0.9477539, -0.2529297, -0.1352539, -28.3536587, -4.6341462, 1.4634147, -0.0392767
0.9458008, -0.2592773, -0.1289062, -29.0243912, -4.9390244, 1.7073171, -0.0419623
0.9414062, -0.2695312, -0.1245117, -29.9390259, -4.9390244, 2.1341465, -0.0406195
0.9389648, -0.2861328, -0.1162109, -30.2439022, -4.9390244, 2.4390244, -0.0426337
0.9384766, -0.293457, -0.1098633, -30.5487804, -5.4268293, 3.3536587, -0.0406195
0.9482422, -0.2919922, -0.0932617, -30.3048782, -5.5487804, 4.0853658, -0.0433051
0.9575195, -0.2885742, -0.0883789, -28.5365868, -6.2195125, 5.3658538, -0.0386053
0.9697266, -0.2871094, -0.0771484, -26.8902454, -6.4024391, 5.7926831, -0.0379339
