Application:, Trigno Discover (1.6.5)
Date/Time:, 29/01/2025 16:42:24
Collection Length (seconds):, 36.261
wrist (81457), , , , , , bicep (81139)
sensor mode: 609, , , , , , sensor mode: 40
ACC X (G), ACC Y (G), ACC Z (G), GYRO X (deg/s), GYRO Y (deg/s), GYRO Z (deg/s), EMG 1 (mV)
370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 2148.1481 Hz
1.0258789, -0.0991211, -0.019043, -32.5609779, -16.1585369, 3.3536587, -0.0466621
1.0263672, -0.0922852, -0.0253906, -33.5975609, -16.5243912, 3.5365853, -0.0426337
1.0297852, -0.0917969, -0.0302734, -34.0853653, -17.0121956, 3.8414636, -0.0433051
1.0249023, -0.0830078, -0.0302734, -34.2682953, -17.5, 3.8414636, -0.0433051
1.0258789, -0.0805664, -0.0224609, -34.6341476, -19.0243912, 3.9634147, -0.0446479
1.0327148, -0.0800781, -0.0185547, -35.3048782, -20.1829281, 4.2073174, -0.0486763
1.0239258, -0.0776367, -0.0141602, -35.9146347, -20.5487804, 4.2682929, -0.0453193
1.0175781, -0.081543, -0.0097656, -37.8048782, -19.7560978, 4.5731707, -0.0449836
1.0053711, -0.0996094, 0.0029297, -39.2073174, -19.3902435, 4.8170733, -0.0453193
0.9912109, -0.1049805, 0.0117188, -40.4878044, -18.9024391, 5.2439027, -0.0446479
0.9716797, -0.121582, 0.0302734, -41.2804871, -19.0243912, 5.2439027, -0.0459907
0.9589844, -0.1274414, 0.0375977, -41.7073174, -19.3292694, 5.4268293, -0.0379339
0.9331055, -0.1411133, 0.050293, -41.7073174, -19.2682934, 5.5487804, -0.0419623
0.9174805, -0.144043, 0.0493164, -42.7439041, -19.3292694, 5.7317076, -0.0392767
0.8842773, -0.152832, 0.0449219, -43.4756126, -19.2682934, 5.9756098, -0.0392767
0.8754883, -0.1621094, 0.0400391, -43.9634171, -18.9634151, 6.7682929, -0.0379339
0.8476562, -0.1806641, 0.0258789, -43.841465, -18.9634151, 7.8658538, -0.0406195
0.8344727, -0.1958008, 0.012207, -43.1097565, -19.4512196, 8.4146347, -0.0446479
0.8320312, -0.2060547, 0.0009766, -42.0731735, -20.060976, 8.719512, -0.0480049
0.8369141, -0.2177734, -0.0219727, -41.1585388, -20.4268303, 8.780488, -0.0513619
0.8427734, -0.2172852, -0.0395508, -39.3902435, -20.5487804, 8.4146347, -0.0493477
0.8623047, -0.2158203, -0.0668945, -38.3536606, -20.6097565, 8.2317076, -0.0449836
0.8774414, -0.2128906, -0.0766602, -35.9756088, -21.8902435, 7.0731707, -0.0436408
0.9077148, -0.2104492, -0.0849609, -34.8170738, -23.0487804, 6.5853658, -0.0459907
0.9296875, -0.2075195, -0.0844727, -32.8658562, -25.4268303, 6.4024391, -0.049012
0.9868164, -0.199707, -0.0839844, -31.341465, -25.9146347, 6.6463418, -0.0476692
1.0131836, -0.1914062, -0.0820312, -30.4268303, -25.5487804, 6.9512196, -0.0439765
1.0629883, -0.1708984, -0.0776367, -28.7195129, -23.7195129, 6.9512196, -0.0372625
1.0991211, -0.1494141, -0.081543, -28.5365868, -22.7439022, 7.3170733, -0.0386053
1.1162109, -0.1469727, -0.0786133, -27.560976, -21.0975609, 7.0731707, -0.042298
1.1230469, -0.144043, -0.0771484, -27.560976, -19.8780499, 7.1341467, -0.0439765
1.1245117, -0.1435547, -0.0737305, -27.7439022, -17.8048782, 7.3170733, -0.0473335
1.1142578, -0.1474609, -0.0722656, -27.8658543, -16.5243912, 7.3170733, -0.0439765
1.1025391, -0.1508789, -0.0678711, -28.1097565, -13.1097565, 7.5, -0.0480049
1.0688477, -0.1479492, -0.0688477, -27.9878063, -11.280488, 7.8658538, -0.0513619
1.0488281, -0.1484375, -0.0722656, -28.2926826, -8.841464, 8.4146347, -0.0453193
1.0126953, -0.1523438, -0.0795898, -27.8658543, -8.2926826, 8.1097565, -0.0459907
0.9975586, -0.1577148, -0.0844727, -27.9268303, -8.3536587, 8.3536587, -0.0476692
0.9814453, -0.1513672, -0.0898438, -28.5975609, -9.3292685, 8.4146347, -0.0513619
0.9716797, -0.159668, -0.0927734, -28.5975609, -10.3048782, 8.4146347, -0.0453193
0.9785156, -0.1586914, -0.0908203, -29.7560978, -11.8292685, 8.2317076, -0.0473335
0.9873047, -0.1616211, -0.0820312, -30.3048782, -12.3170738, 8.1097565, -0.0453193
0.9970703, -0.1616211, -0.0751953, -31.0365868, -13.5975609, 8.1707315, -0.0446479
1.0180664, -0.1669922, -0.0551758, -30.8536587, -14.4512196, 8.3536587, -0.0426337
1.0288086, -0.1660156, -0.0454102, -29.9390259, -15.1219511, 8.4756098, -0.042298
1.0478516, -0.1669922, -0.019043, -29.2073174, -15.4878054, 8.6585369, -0.0480049
1.0561523, -0.1625977, -0.0087891, -26.6463413, -15.4268293, 9.2682924, -0.0449836
1.0610352, -0.159668, -0.0068359, -24.5121956, -13.5365858, 9.5731707, -0.0446479
1.0585938, -0.1508789, -0.0092773, -23.780489, -12.1341467, 9.4512196, -0.0439765
1.043457, -0.1508789, -0.0200195, -22.8048782, -9.4512196, 9.0243902, -0.0493477
1.0151367, -0.1474609, -0.0356445, -22.2560978, -8.780488, 9.0853662, -0.0473335
0.9956055, -0.1538086, -0.0385742, -21.280489, -9.5121956, 8.780488, -0.0439765
0.9672852, -0.1567383, -0.0439453, -21.2195129, -10.7926836, 8.9024391, -0.0486763
0.9545898, -0.1630859, -0.0395508, -21.6463413, -13.9634151, 8.719512, -0.0459907
0.9487305, -0.1782227, -0.0229492, -21.5853672, -15.4268293, 9.0243902, -0.0433051
