Application:, Trigno Discover (1.6.5)
Date/Time:, 05/02/2025 17:00:45
Collection Length (seconds):, 35.343
wrist (81457), , , , , , bicep (81139)
sensor mode: 609, , , , , , sensor mode: 40
ACC X (G), ACC Y (G), ACC Z (G), GYRO X (deg/s), GYRO Y (deg/s), GYRO Z (deg/s), EMG 1 (mV)
370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 2148.1481 Hz
0.9516602, -0.2124023, -0.1201172, -13.7195129, 3.2926829, 0, -0.0179599
0.9462891, -0.2231445, -0.1352539, -14.0243902, 1.8902439, -0.3048781, -0.0184634
0.9443359, -0.234375, -0.1513672, -15.3048782, 0.9756098, -0.3048781, -0.0224918
0.9433594, -0.2324219, -0.1557617, -16.0975609, 0.3658537, -0.3048781, -0.0292058
0.9545898, -0.2197266, -0.1518555, -16.2195129, 0.3048781, 0.0609756, -0.026688
0.9536133, -0.2055664, -0.1445312, -15.4268293, 0.4878049, 0.0609756, -0.0236667
0.9663086, -0.1865234, -0.1386719, -14.1463413, 0.7317073, -0.4268293, -0.0221561
0.9702148, -0.1831055, -0.1396484, -14.0243902, 0.3658537, -0.3048781, -0.01561
0.9780273, -0.1962891, -0.1450195, -15.3658543, -0.0609756, 0, -0.0115816
0.9746094, -0.2060547, -0.1435547, -16.4024391, -0.6707317, 0.2439024, -0.0095674
0.9667969, -0.2314453, -0.1318359, -17.9878044, -1.4634147, 0.7926829, -0.0072175
0.9619141, -0.2382812, -0.1274414, -17.6829281, -1.6463414, 0.9756098, -0.0115816
0.9516602, -0.2402344, -0.1220703, -16.8902435, -2.5609756, 0.7317073, -0.008896
0.9438477, -0.2304688, -0.1362305, -15.9146347, -3.1097562, 0.1829268, -0.0075532
0.9458008, -0.2231445, -0.1430664, -16.4634151, -3.6585367, 0.1829268, -0.0068818
0.953125, -0.2202148, -0.1469727, -17.1951218, -4.6341462, -0.1829268, -0.005539
0.9536133, -0.2177734, -0.1464844, -17.7439022, -5.1829271, -0.4268293, -0.0149386
0.9628906, -0.2241211, -0.1425781, -18.5975609, -6.2195125, -0.1219512, -0.018967
0.9663086, -0.2275391, -0.1435547, -18.6585369, -6.4024391, -0.1219512, -0.0303807
0.9628906, -0.230957, -0.1464844, -18.2926826, -6.7073174, 0, -0.0404517
0.9609375, -0.2314453, -0.1469727, -18.4756107, -6.7073174, -0.1829268, -0.0491798
0.9580078, -0.2285156, -0.1464844, -18.5365849, -6.9512196, -0.3048781, -0.0592508
0.956543, -0.2270508, -0.1450195, -18.5365849, -7.3170733, 0, -0.0639506
0.953125, -0.2207031, -0.1435547, -19.0853672, -7.9878049, -0.4268293, -0.0505226
0.9536133, -0.2133789, -0.1376953, -18.2926826, -8.1097565, -0.1829268, -0.0176242
0.9555664, -0.2060547, -0.1425781, -17.8048782, -7.7439027, -0.1829268, 0.0229953
0.9594727, -0.2036133, -0.1542969, -16.6463413, -7.8658538, 0.3658537, 0.0555581
0.9633789, -0.2041016, -0.1650391, -16.6463413, -8.2926826, 0.3658537, 0.072343
0.9746094, -0.2099609, -0.168457, -16.8902435, -8.1707315, 0.9756098, 0.0716716
0.972168, -0.2167969, -0.1621094, -17.2560978, -8.0487804, 0.8536586, 0.0582437
0.9667969, -0.2294922, -0.1435547, -17.1341476, -7.6829271, 1.1585366, 0.0454871
0.9619141, -0.2304688, -0.1342773, -16.8292694, -7.2560978, 0.9756098, 0.0330663
0.9526367, -0.2260742, -0.1367188, -15.9756098, -6.9512196, 0.9146342, 0.0186313
0.9453125, -0.2177734, -0.1479492, -15.9146347, -7.0121951, 0.7926829, 0.0062104
0.9443359, -0.2167969, -0.1557617, -16.4634151, -7.8658538, 0.4268293, -0.0068818
0.9516602, -0.2270508, -0.1606445, -16.7073174, -8.6585369, 0.2439024, -0.0130922
0.9599609, -0.2275391, -0.1611328, -17.0731716, -8.9024391, 0.3658537, -0.0169528
0.9770508, -0.2397461, -0.1601562, -16.7682934, -8.5975609, 0.4268293, -0.018967
0.9819336, -0.2446289, -0.1577148, -16.4024391, -8.5365858, 0.1829268, -0.0243381
0.9848633, -0.2358398, -0.1665039, -15.4268293, -7.4390244, -0.1219512, -0.0323949
0.9790039, -0.2280273, -0.1777344, -15.4268293, -7.3170733, -0.1219512, -0.0364233
0.972168, -0.2216797, -0.1860352, -15.9146347, -6.7682929, -0.0609756, -0.0438087
0.9711914, -0.2167969, -0.184082, -16.4634151, -7.1341467, -0.0609756, -0.0461585
0.9750977, -0.2084961, -0.1791992, -17.560976, -7.1951222, 0.0609756, -0.04448
0.9731445, -0.2138672, -0.1743164, -17.9268303, -7.6219516, 0.2439024, -0.0424659
0.9746094, -0.2211914, -0.1728516, -18.6585369, -7.5609756, -0.0609756, -0.04448
0.9702148, -0.2290039, -0.1743164, -19.5731716, -7.3170733, -0.1219512, -0.0453193
0.9682617, -0.234375, -0.1762695, -19.7560978, -7.3170733, 0, -0.047837
0.956543, -0.2373047, -0.1791992, -20.4878044, -7.5609756, 0.1219512, -0.0461585
0.9628906, -0.2368164, -0.1772461, -20.4878044, -7.3780489, 0.3658537, -0.0391089
0.9677734, -0.2348633, -0.1743164, -20.2439022, -7.5609756, -0.1829268, -0.0374304
0.96875, -0.2338867, -0.1679688, -20.060976, -7.3780489, -0.3048781, -0.0298772
0.9770508, -0.2304688, -0.1611328, -20.4268303, -7.2560978, -0.4878049, -0.0229953
0.9765625, -0.2275391, -0.1572266, -20.1829281, -7.1951222, -0.9756098, -0.0176242
0.9750977, -0.2241211, -0.1523438, -20.4878044, -6.7073174, -1.097561, -0.0112459
0.9731445, -0.2211914, -0.1508789, -20.6097565, -6.7073174, -1.5243902, 0.0062104
