Application:, Trigno Discover (1.6.5)
Date/Time:, 18/02/2025 16:15:59
Collection Length (seconds):, 33.5205
wrist (81457), , , , , , bicep (81139)
sensor mode: 609, , , , , , sensor mode: 40
ACC X (G), ACC Y (G), ACC Z (G), GYRO X (deg/s), GYRO Y (deg/s), GYRO Z (deg/s), EMG 1 (mV)
370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 2148.1481 Hz
-0.7280273, 0.6821289, -0.2128906, 4.2073174, -27.4390259, 3.2317073, -0.0370947
-0.7260742, 0.6816406, -0.2172852, 4.2073174, -27.9268303, 2.804878, -0.0392767
-0.7294922, 0.6821289, -0.2211914, 4.0853658, -28.4146347, 2.7439024, -0.0360876
-0.7314453, 0.6811523, -0.2304688, 3.4756098, -28.1097565, 2.3780489, -0.0357519
-0.7387695, 0.6923828, -0.2402344, 2.7439024, -28.2926826, 2.3170731, -0.0411231
-0.7460938, 0.6933594, -0.2451172, 2.4390244, -28.4756107, 2.1341465, -0.0471656
-0.7441406, 0.7045898, -0.2456055, 1.0365853, -29.0853672, 2.0731707, -0.0488441
-0.7407227, 0.706543, -0.2421875, 0.6097561, -29.4512196, 1.7682927, -0.0535439
-0.730957, 0.7114258, -0.2246094, -0.1829268, -29.7560978, 1.402439, -0.06009
-0.7226562, 0.7089844, -0.2128906, -0.7317073, -29.6951218, 1.2804878, -0.0605936
-0.7192383, 0.7080078, -0.2080078, -1.8902439, -29.3902454, 0.8536586, -0.0656291
-0.715332, 0.7070312, -0.2060547, -2.5, -28.841465, 0.5487805, -0.0636149
-0.7167969, 0.706543, -0.2060547, -3.7195122, -27.4390259, 0, -0.0599222
-0.7172852, 0.7084961, -0.2045898, -4.3292685, -26.8292694, -0.1219512, -0.0515297
-0.7226562, 0.7148438, -0.2099609, -5, -25.9756107, -0.4268293, -0.0417945
-0.7270508, 0.7226562, -0.2099609, -5.609756, -25.7926826, -0.6707317, -0.0364233
-0.7304688, 0.7294922, -0.2055664, -6.0975609, -25.9756107, -0.6097561, -0.0411231
-0.7231445, 0.7333984, -0.1933594, -7.5609756, -25.7926826, -0.7926829, -0.0391089
-0.7231445, 0.7246094, -0.1811523, -7.7439027, -25.4268303, -1.097561, -0.0290379
-0.7211914, 0.7109375, -0.1499023, -9.0243902, -24.3292694, -1.6463414, -0.0283665
-0.7138672, 0.6992188, -0.1264648, -9.3902445, -23.8414631, -2.0731707, -0.0216526
-0.7148438, 0.6953125, -0.1186523, -9.3292685, -22.1951218, -2.5, -0.0169528
-0.7070312, 0.6953125, -0.1191406, -8.4756098, -21.280489, -2.3780489, -0.014435
-0.7055664, 0.6958008, -0.1269531, -7.8658538, -19.8780499, -2.2560976, -0.0085603
-0.7011719, 0.6953125, -0.1533203, -7.1951222, -18.5365849, -1.8902439, -0.0109102
-0.7050781, 0.6982422, -0.1640625, -7.3780489, -17.9878044, -2.195122, -0.0102388
-0.7080078, 0.7060547, -0.1806641, -8.4756098, -16.8292694, -2.1341465, -0.0092317
-0.7104492, 0.7119141, -0.1806641, -9.1463413, -16.4024391, -2.3780489, -0.0028534
-0.7241211, 0.7119141, -0.168457, -10.5487804, -15.4878054, -3.1097562, 0.0015106
-0.7231445, 0.7080078, -0.159668, -11.0365858, -14.8780489, -3.4146342, 0.0011749
-0.7250977, 0.6914062, -0.1420898, -11.341464, -13.9634151, -3.5975611, -0.005539
-0.7285156, 0.6796875, -0.1386719, -11.1585369, -13.780488, -3.3536587, -0.008896
-0.7319336, 0.6728516, -0.1425781, -10.1829271, -12.4390249, -2.9268293, -0.0082246
-0.7412109, 0.6616211, -0.1577148, -9.7560978, -12.3170738, -2.804878, -0.0095674
-0.7451172, 0.6572266, -0.1640625, -8.5975609, -11.5243902, -2.2560976, -0.0082246
-0.7509766, 0.659668, -0.1791992, -8.2926826, -11.7682934, -1.6463414, -0.0028534
-0.7519531, 0.6606445, -0.1845703, -8.4146347, -11.7682934, -1.6463414, -0.002182
-0.7524414, 0.6611328, -0.184082, -8.5365858, -12.0731707, -1.402439, 0.0005035
-0.7543945, 0.6625977, -0.1762695, -8.4756098, -12.2560978, -1.5853659, 0.0112459
-0.7514648, 0.6679688, -0.171875, -8.1097565, -12.7439032, -1.402439, 0.0488441
-0.7475586, 0.6689453, -0.1767578, -7.9268293, -12.6829271, -1.402439, 0.0693217
-0.7416992, 0.6635742, -0.1879883, -6.890244, -12.560976, -1.1585366, 0.0639506
-0.7338867, 0.671875, -0.2114258, -6.6463418, -12.6219511, -0.6707317, 0.0515297
-0.7353516, 0.6782227, -0.2250977, -6.7682929, -12.9878054, -0.1829268, 0.0250095
-0.7392578, 0.6816406, -0.2392578, -6.7073174, -13.2317076, 0, 0.0031891
-0.7416992, 0.6826172, -0.2446289, -8.0487804, -14.0853662, -0.4268293, -0.0104067
-0.7358398, 0.6855469, -0.2348633, -9.5121956, -14.3902445, -0.7317073, -0.018967
-0.7387695, 0.6894531, -0.2250977, -10.060976, -14.3902445, -1.2804878, -0.0223239
-0.7338867, 0.690918, -0.2050781, -11.1585369, -14.6341467, -1.3414634, -0.0124208
-0.7314453, 0.6894531, -0.1904297, -11.4024391, -15.060976, -1.4634147, -0.0008392
-0.7231445, 0.6835938, -0.1821289, -11.4634151, -15.6097565, -1.402439, 0.011078
-0.7177734, 0.684082, -0.1821289, -11.5853662, -15.4268293, -1.0365853, 0.0196384
-0.7094727, 0.6787109, -0.1987305, -11.6463413, -15.060976, -0.9756098, 0.024506
-0.7070312, 0.6811523, -0.21875, -11.7682934, -14.8170738, -1.0365853, 0.0307164
-0.7089844, 0.684082, -0.2270508, -12.8048782, -14.6951227, -1.1585366, 0.0157778
