Application:, Trigno Discover (1.6.5)
Date/Time:, 03/02/2025 11:08:06
Collection Length (seconds):, 40.7835
wrist (81457), , , , , , bicep (81139)
sensor mode: 609, , , , , , sensor mode: 40
ACC X (G), ACC Y (G), ACC Z (G), GYRO X (deg/s), GYRO Y (deg/s), GYRO Z (deg/s), EMG 1 (mV)
370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 2148.1481 Hz
-1.0200195, 0.0229492, 0.0410156, -21.5853672, -2.6219513, 12.3780489, -0.0755322
-1.0014648, 0.0146484, 0.0478516, -22.3780499, -2.5, 12.4390249, -0.0788891
-0.996582, 0.015625, 0.0512695, -23.1707325, -2.4390244, 12.3170738, -0.0822461
-0.9941406, 0.0083008, 0.0532227, -23.4146347, -2.3170731, 12.560976, -0.0882887
-0.9873047, 0.0078125, 0.065918, -24.2682934, -1.9512196, 12.9878054, -0.1164874
-0.9863281, 0.0058594, 0.0717773, -24.6951218, -1.8292683, 13.2926836, -0.1376364
-0.9912109, -0.0004883, 0.0805664, -24.8170738, -1.3414634, 13.780488, -0.1473716
-0.9960938, -0.0009766, 0.0820312, -24.9390259, -0.5487805, 14.5731707, -0.1520714
-0.9921875, 0.0053711, 0.0810547, -24.8170738, -0.2439024, 14.7560978, -0.1527428
-0.9946289, 0.0102539, 0.0805664, -24.5121956, 0.3658537, 15.6707325, -0.1440146
-0.9970703, 0.015625, 0.0756836, -24.4512196, 0.3048781, 15.9756098, -0.1305867
-0.9951172, 0.0205078, 0.0683594, -24.4512196, 1.097561, 16.7073174, -0.1181659
-1.0014648, 0.0273438, 0.0541992, -24.6341476, 1.1585366, 16.8292694, -0.0869459
-1.0019531, 0.0302734, 0.0512695, -25.1219521, 1.5853659, 17.3780499, -0.0520333
-1.003418, 0.034668, 0.046875, -25.9146347, 1.5853659, 17.6219521, -0.0399481
-0.9970703, 0.0302734, 0.0375977, -26.5853672, 1.0365853, 17.6219521, -0.0433051
-0.9946289, 0.0273438, 0.0390625, -26.5853672, 0.9756098, 17.9878044, -0.056733
-0.9882812, 0.0180664, 0.0268555, -26.8902454, 0.7317073, 18.4146347, -0.073518
-0.9858398, 0.0214844, 0.0283203, -26.8902454, 0, 19.0243912, -0.0822461
-0.9829102, 0.0166016, 0.027832, -27.3170738, -0.1829268, 19.2682934, -0.0755322
-0.9775391, 0.015625, 0.0327148, -27.8048782, -0.3658537, 19.2682934, -0.063447
-0.9736328, 0.019043, 0.0351562, -27.9878063, -0.0609756, 19.2073174, -0.0392767
-0.9780273, 0.0195312, 0.0351562, -27.5, -0.1219512, 19.3292694, -0.003357
-0.9799805, 0.0336914, 0.0341797, -27.3780499, -0.2439024, 19.2682934, 0.0298772
-0.9799805, 0.0361328, 0.0341797, -27.2560978, -0.3658537, 19.0243912, 0.0614328
-0.9863281, 0.0522461, 0.0234375, -27.3780499, -0.6707317, 19.0853672, 0.0842603
-0.9936523, 0.0649414, 0.0200195, -27.7439022, -0.7926829, 18.9634151, 0.0909743
-0.9960938, 0.0683594, 0.0195312, -27.9878063, -0.6707317, 18.7195129, 0.0788891
-0.9912109, 0.0825195, 0.0258789, -29.0243912, -0.8536586, 18.3536587, 0.0641184
-0.9970703, 0.0849609, 0.0307617, -30.1219521, -0.6707317, 17.6219521, 0.0439765
-0.9926758, 0.0791016, 0.0371094, -30.3658543, -0.8536586, 17.1951218, 0.021149
-0.9975586, 0.0756836, 0.0395508, -31.5243912, -0.8536586, 16.8292694, 0.0063783
-0.9887695, 0.0766602, 0.0390625, -32.0731697, -0.9146342, 16.5853653, -0.0057069
-0.984375, 0.0708008, 0.0361328, -33.1097565, -0.7926829, 16.3414631, -0.0151064
-0.972168, 0.0693359, 0.0371094, -33.5975609, -0.6707317, 16.280489, -0.0224918
-0.9667969, 0.0673828, 0.0415039, -34.8780479, -0.5487805, 16.0365849, -0.03122
-0.956543, 0.0644531, 0.0424805, -35.1829262, -0.4268293, 16.0975609, -0.0365911
-0.9428711, 0.0664062, 0.0512695, -36.0975609, 0.0609756, 15.8536587, -0.0433051
-0.9379883, 0.0688477, 0.0527344, -36.5853653, 0.5487805, 15.6707325, -0.0520333
-0.934082, 0.0761719, 0.0522461, -37.6829262, 1.1585366, 15.3048782, -0.0560616
-0.9331055, 0.0756836, 0.0483398, -38.7195129, 1.8292683, 14.8780489, -0.0651255
-0.9238281, 0.0732422, 0.0356445, -39.5121956, 2.2560976, 14.5121956, -0.0782177
-0.9179688, 0.0693359, 0.0297852, -41.0365868, 2.5, 14.1463413, -0.081239
-0.9179688, 0.0551758, 0.0185547, -41.9512215, 2.7439024, 13.6585369, -0.0802319
-0.9174805, 0.0478516, 0.0146484, -44.0243912, 3.1097562, 13.780488, -0.0835889
-0.9208984, 0.0375977, 0.0102539, -44.6951218, 3.2926829, 13.780488, -0.094667
-0.9238281, 0.03125, 0.0078125, -46.8902435, 4.2073174, 13.9634151, -0.1010452
-0.9262695, 0.0170898, -0.0009766, -47.3170738, 5.0609756, 14.0243902, -0.102388
-0.925293, 0.0087891, -0.0068359, -48.7195129, 6.4024391, 14.3902445, -0.0970169
-0.9287109, 0.0024414, -0.0112305, -49.5731735, 7.1951222, 13.9634151, -0.0909743
-0.9370117, -0.0141602, -0.0268555, -50.1829262, 9.3902445, 13.780488, -0.0775463
-0.9428711, -0.0219727, -0.0307617, -51.9512215, 11.5243902, 13.4756098, -0.0688182
-0.9516602, -0.043457, -0.0483398, -52.7439041, 12.3780489, 13.5975609, -0.0594186
-0.9624023, -0.0522461, -0.0561523, -54.2682953, 14.5731707, 14.0853662, -0.0503548
