Application:, Trigno Discover (1.6.5)
Date/Time:, 30/01/2025 09:41:06
Collection Length (seconds):, 32.508
wrist (81457), , , , , , bicep (81139)
sensor mode: 609, , , , , , sensor mode: 40
ACC X (G), ACC Y (G), ACC Z (G), GYRO X (deg/s), GYRO Y (deg/s), GYRO Z (deg/s), EMG 1 (mV)
370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 2148.1481 Hz
-0.9536133, 0.3305664, -0.078125, -12.3170738, -10.7317076, 1.8902439, -0.0466621
-0.9555664, 0.3310547, -0.0776367, -12.1951218, -10.6707315, 1.9512196, -0.0433051
-0.9594727, 0.3251953, -0.0766602, -12.4390249, -10.4268293, 2.0121951, -0.0406195
-0.9570312, 0.3276367, -0.0717773, -12.3780489, -10.5487804, 2.4390244, -0.0406195
-0.9628906, 0.3237305, -0.0673828, -12.1951218, -10, 2.5, -0.0436408
-0.9638672, 0.3266602, -0.0654297, -12.3780489, -10.2439022, 2.7439024, -0.0459907
-0.9589844, 0.3237305, -0.0629883, -12.1951218, -10.6097565, 2.8658538, -0.0433051
-0.9594727, 0.3203125, -0.0620117, -12.0731707, -10.4878054, 3.0487804, -0.0493477
-0.956543, 0.3198242, -0.059082, -11.8902445, -10.4268293, 2.9878049, -0.0459907
-0.9580078, 0.3168945, -0.0576172, -11.5853662, -10.1829271, 3.2317073, -0.0446479
-0.9555664, 0.3188477, -0.0556641, -11.0975609, -10.060976, 3.5365853, -0.0486763
-0.9580078, 0.3208008, -0.0576172, -11.341464, -9.8170738, 3.7804878, -0.0486763
-0.9560547, 0.3198242, -0.0581055, -11.280488, -10, 3.6585367, -0.0433051
-0.9599609, 0.3173828, -0.0600586, -10.7926836, -9.3292685, 3.9024391, -0.0426337
-0.9584961, 0.3183594, -0.0595703, -11.0975609, -9.1463413, 3.9634147, -0.0459907
-0.9589844, 0.3300781, -0.0654297, -10.7926836, -9.3292685, 4.1463413, -0.0459907
-0.9594727, 0.3320312, -0.0634766, -10.9146347, -9.4512196, 4.1463413, -0.0466621
-0.9550781, 0.3339844, -0.0620117, -11.0975609, -9.2682924, 4.2073174, -0.0466621
-0.9506836, 0.3349609, -0.0605469, -11.1585369, -9.2682924, 4.1463413, -0.0419623
-0.9433594, 0.3432617, -0.0615234, -11.1585369, -9.0243902, 4.0243902, -0.0426337
-0.9428711, 0.3432617, -0.0605469, -11.4634151, -8.4756098, 3.8414636, -0.0433051
-0.9492188, 0.34375, -0.0649414, -11.5853662, -8.2926826, 3.7195122, -0.0412909
-0.9536133, 0.3330078, -0.0800781, -11.4634151, -8.1097565, 4.0853658, -0.0392767
-0.9550781, 0.3271484, -0.0805664, -11.6463413, -8.2926826, 4.3292685, -0.0412909
-0.9555664, 0.3198242, -0.0883789, -11.9512196, -8.2317076, 4.390244, -0.0446479
-0.9599609, 0.3115234, -0.0922852, -11.7073174, -7.9268293, 4.7560978, -0.0446479
-0.9643555, 0.3095703, -0.0942383, -11.7073174, -7.9878049, 4.5121951, -0.042298
-0.9643555, 0.3110352, -0.0942383, -11.5853662, -8.0487804, 4.4512196, -0.0406195
-0.9672852, 0.3188477, -0.0996094, -11.1585369, -8.2317076, 4.5731707, -0.0433051
-0.9672852, 0.3217773, -0.0932617, -11.0975609, -8.9024391, 5, -0.0439765
-0.9648438, 0.3208008, -0.0932617, -11.0365858, -8.780488, 4.7560978, -0.0406195
-0.9633789, 0.3276367, -0.0942383, -11.0365858, -8.9634151, 5.3048782, -0.0406195
-0.9643555, 0.3208008, -0.0957031, -11.341464, -8.719512, 5.3658538, -0.0392767
-0.9628906, 0.3183594, -0.0942383, -11.0365858, -9.0853662, 5.670732, -0.0433051
-0.9589844, 0.315918, -0.0898438, -11.0365858, -9.2682924, 5.609756, -0.0459907
-0.9584961, 0.3251953, -0.0869141, -10.6707315, -9.2682924, 5.1829271, -0.0386053
-0.9589844, 0.3251953, -0.0849609, -10.9146347, -9.6951218, 5.1829271, -0.0379339
-0.9580078, 0.3295898, -0.0761719, -11.0365858, -9.8780489, 5.3048782, -0.0386053
-0.9541016, 0.3251953, -0.0698242, -10.9146347, -9.8170738, 5.1219511, -0.0399481
-0.9555664, 0.3217773, -0.0581055, -10.6707315, -9.6341467, 5.4268293, -0.0419623
-0.9550781, 0.3232422, -0.0541992, -10.3658543, -9.8170738, 4.9390244, -0.0412909
-0.9487305, 0.331543, -0.0537109, -10.1219511, -9.5731707, 4.8170733, -0.042298
-0.949707, 0.328125, -0.0556641, -10.2439022, -9.9390249, 4.9390244, -0.0433051
-0.9487305, 0.3266602, -0.0581055, -10.2439022, -9.8170738, 5, -0.0453193
-0.9501953, 0.3217773, -0.0664062, -10.1219511, -9.6341467, 4.8170733, -0.0446479
-0.9526367, 0.3222656, -0.0751953, -10.7317076, -9.3902445, 4.6951222, -0.0419623
-0.9555664, 0.3242188, -0.0727539, -10.7317076, -8.9634151, 4.6951222, -0.0386053
-0.9550781, 0.3291016, -0.0800781, -11.219512, -9.0243902, 4.8780489, -0.0379339
-0.9619141, 0.3364258, -0.0727539, -11.280488, -9.1463413, 4.7560978, -0.0386053
-0.9536133, 0.3359375, -0.0737305, -11.7073174, -9.8170738, 4.6951222, -0.0359197
-0.9511719, 0.3339844, -0.0732422, -11.6463413, -9.7560978, 4.7560978, -0.0339055
-0.9458008, 0.3300781, -0.0688477, -11.8902445, -9.5121956, 4.390244, -0.0339055
-0.949707, 0.3188477, -0.059082, -11.8902445, -9.3902445, 4.6341462, -0.0382696
-0.9487305, 0.3110352, -0.0620117, -10.4268293, -8.9634151, 4.5121951, -0.0362554
