,Application:, Trigno Discover (1.6.5),Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
0,Date/Time:, 28/01/2025 14:37:21,,,,,
1,Collection Length (seconds):,44.4555,,,,,
2,wrist (81457), , , , , , bicep (81139)
3,sensor mode: 609, , , , , , sensor mode: 40
4,ACC X (G), ACC Y (G), ACC Z (G), GYRO X (deg/s), GYRO Y (deg/s), GYRO Z (deg/s), EMG 1 (mV)
5,370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 2148.1481 Hz
6,-0.9960938,0.2182617,0.0825195,-17.560976,-3.4146342,3.3536587,-0.0446479
7,-0.9975586,0.2202148,0.0771484,-16.9512196,-3.1097562,3.3536587,-0.0459907
8,-1.0029297,0.2211914,0.0834961,-15.9146347,-3.4146342,3.4756098,-0.0433051
9,-1.0058594,0.2236328,0.0874023,-15.4878054,-3.3536587,3.1097562,-0.0449836
10,-1.0068359,0.2246094,0.0908203,-14.1463413,-3.7195122,3.2317073,-0.0459907
11,-1.0083008,0.2260742,0.0878906,-13.9634151,-4.0243902,3.2317073,-0.0419623
12,-0.9990234,0.2236328,0.078125,-12.9268293,-4.390244,3.2317073,-0.0406195
13,-0.9951172,0.2231445,0.0771484,-13.1097565,-4.6341462,3.3536587,-0.0419623
14,-0.9731445,0.2080078,0.0800781,-12.8048782,-4.8780489,3.3536587,-0.0386053
15,-0.9672852,0.2021484,0.0825195,-12.9878054,-4.9390244,3.4756098,-0.0372625
16,-0.9541016,0.1928711,0.0883789,-11.5853662,-4.390244,2.9878049,-0.0396124
17,-0.9526367,0.1899414,0.0854492,-10.4268293,-4.0853658,3.1707318,-0.0399481
18,-0.949707,0.190918,0.0737305,-9.3902445,-3.7804878,3.1707318,-0.0433051
19,-0.9492188,0.1894531,0.0644531,-7.8658538,-3.5365853,3.3536587,-0.0436408
20,-0.9482422,0.1884766,0.0639648,-7.5,-3.2926829,3.2317073,-0.0412909
21,-0.9526367,0.1962891,0.0566406,-5.9756098,-3.1707318,3.1707318,-0.0436408
22,-0.956543,0.2041016,0.0556641,-5.670732,-3.0487804,3.2317073,-0.0480049
23,-0.9624023,0.2231445,0.0415039,-4.3292685,-2.8658538,3.1097562,-0.0473335
24,-0.9663086,0.2314453,0.0410156,-4.0853658,-3.2317073,2.7439024,-0.0473335
25,-0.9682617,0.2524414,0.0297852,-4.0853658,-4.2073174,2.4390244,-0.0446479
26,-0.9711914,0.2661133,0.0180664,-4.2682929,-4.7560978,2.5609756,-0.0453193
27,-0.9667969,0.2822266,0.0048828,-6.6463418,-5.1219511,2.5609756,-0.0513619
28,-0.9560547,0.2978516,0.0141602,-9.6951218,-5.0609756,2.6829269,-0.0543832
29,-0.9545898,0.300293,0.0185547,-11.341464,-5,2.6829269,-0.0540475
30,-0.9536133,0.2993164,0.0258789,-14.8780489,-4.6951222,2.7439024,-0.0486763
31,-0.9516602,0.2900391,0.03125,-16.4634151,-4.3292685,2.6219513,-0.0493477
32,-0.9594727,0.2734375,0.0419922,-19.3902435,-3.5975611,2.8658538,-0.0513619
33,-0.9599609,0.2607422,0.0527344,-20.3048782,-3.5365853,3.1097562,-0.0500191
34,-0.9707031,0.2426758,0.065918,-21.8902435,-2.9878049,3.2317073,-0.0513619
35,-0.9765625,0.2363281,0.0751953,-22.0731716,-2.9878049,3.1707318,-0.0580758
36,-0.9926758,0.2197266,0.0810547,-21.0365868,-2.9878049,3.3536587,-0.0594186
37,-0.9990234,0.2177734,0.0791016,-20.3658543,-3.2317073,3.5365853,-0.0580758
38,-0.9936523,0.2158203,0.0810547,-18.6585369,-3.7804878,3.7804878,-0.0621042
39,-0.9912109,0.2128906,0.0878906,-17.8048782,-4.4512196,3.7804878,-0.0624399
40,-0.9863281,0.2138672,0.097168,-17.3780499,-4.6341462,3.5365853,-0.0607614
41,-0.9790039,0.2182617,0.0976562,-16.280489,-5.1829271,2.8658538,-0.0580758
42,-0.9819336,0.2216797,0.0957031,-15.6097565,-5.2439027,2.804878,-0.0574044
43,-0.9736328,0.234375,0.0825195,-14.6951227,-5,2.9268293,-0.0594186
44,-0.9726562,0.2363281,0.0776367,-14.6341467,-4.9390244,2.9268293,-0.0621042
45,-0.9760742,0.253418,0.0703125,-14.8780489,-4.5121951,3.1097562,-0.0661326
46,-0.9790039,0.2612305,0.0703125,-15.3658543,-4.390244,3.2926829,-0.063447
47,-0.9912109,0.2675781,0.0664062,-16.0975609,-4.0853658,3.9024391,-0.0621042
48,-1.0009766,0.2675781,0.0585938,-16.5243912,-3.7195122,4.1463413,-0.063447
49,-1.0166016,0.2729492,0.0429688,-17.9878044,-3.5975611,4.2682929,-0.0607614
50,-1.0317383,0.2651367,0.0327148,-20,-3.6585367,4.6951222,-0.0607614
51,-1.0415039,0.2607422,0.0366211,-20.4268303,-3.7195122,4.3292685,-0.0607614
52,-1.0512695,0.2441406,0.0380859,-20.9146347,-4.6951222,3.9634147,-0.06009
53,-1.0498047,0.2353516,0.0424805,-20.7926826,-5.5487804,3.8414636,-0.0597543
54,-1.0488281,0.2182617,0.046875,-19.4512196,-6.8292685,3.4756098,-0.0610971
55,-1.0429688,0.2124023,0.0493164,-18.4756107,-7.6219516,3.1707318,-0.0594186
56,-1.0229492,0.206543,0.0639648,-16.2195129,-9.0243902,2.8658538,-0.0584115
57,-1.0136719,0.2084961,0.0654297,-14.8780489,-9.3292685,2.7439024,-0.0580758
58,-1,0.2182617,0.0654297,-12.8658543,-10.3048782,2.7439024,-0.0574044
59,-0.9858398,0.2197266,0.0625,-12.3780489,-10.3658543,2.7439024,-0.0580758
60,-0.9633789,0.2353516,0.0532227,-12.3170738,-10.6097565,3.3536587,-0.0553902
61,-0.9521484,0.246582,0.0541992,-13.1097565,-9.8780489,3.4146342,-0.0540475
62,-0.9453125,0.2485352,0.0556641,-13.780488,-9.6951218,3.3536587,-0.0527047
63,-0.9428711,0.2456055,0.0541992,-15.2439032,-8.5365858,3.0487804,-0.0557259
64,-0.9492188,0.2504883,0.0517578,-15.9756098,-8.4146347,3.3536587,-0.056733
65,-0.9589844,0.2514648,0.050293,-16.7682934,-7.5,3.7804878,-0.06009
66,-0.9658203,0.2509766,0.0478516,-16.8902435,-7.3780489,3.9024391,-0.0607614
67,-0.9731445,0.2485352,0.0488281,-17.5,-7.4390244,4.2073174,-0.0553902
68,-0.9765625,0.2504883,0.0493164,-17.8048782,-7.3780489,4.4512196,-0.0543832
69,-0.9824219,0.2514648,0.0585938,-18.2317085,-7.5609756,4.0853658,-0.0580758
70,-0.9824219,0.2490234,0.0620117,-18.3536587,-7.9878049,3.9634147,-0.0547189
71,-0.9824219,0.2563477,0.0644531,-18.9024391,-7.6829271,3.1707318,-0.056733
72,-0.9829102,0.2568359,0.0634766,-19.0243912,-7.9268293,2.4390244,-0.0621042
73,-0.9848633,0.2495117,0.0639648,-19.3902435,-8.1097565,2.3170731,-0.0661326
74,-0.9833984,0.246582,0.0703125,-19.3902435,-8.5365858,2.0731707,-0.0691539
75,-0.9755859,0.2387695,0.0717773,-19.8170738,-8.9024391,2.2560976,-0.0728466
76,-0.9702148,0.2333984,0.0776367,-19.8780499,-8.5975609,2.5609756,-0.0731823
77,-0.9648438,0.2275391,0.0756836,-19.4512196,-8.719512,2.5609756,-0.0755322
78,-0.9555664,0.2290039,0.0722656,-18.780489,-8.4146347,2.9878049,-0.0970169
79,-0.949707,0.2324219,0.0708008,-18.780489,-8.2317076,3.0487804,-0.1138018
80,-0.9501953,0.237793,0.0673828,-18.780489,-8.1707315,3.2317073,-0.1084306
81,-0.9521484,0.2412109,0.0668945,-19.0853672,-7.6829271,3.2317073,-0.0929885
82,-0.9575195,0.2485352,0.0541992,-19.6341476,-7.4390244,3.6585367,-0.0721752
83,-0.9677734,0.2597656,0.0507812,-20.8536587,-7.1341467,3.6585367,-0.0543832
84,-0.9707031,0.2587891,0.050293,-21.6463413,-6.7682929,3.5975611,-0.0419623
85,-0.9829102,0.2529297,0.0439453,-23.0487804,-6.5853658,4.1463413,-0.0325628
86,-0.987793,0.2451172,0.0473633,-23.7195129,-6.7073174,4.0243902,-0.0298772
87,-0.9882812,0.2412109,0.0507812,-23.780489,-7.1951222,4.1463413,-0.0292058
88,-0.9892578,0.2348633,0.0532227,-23.4146347,-7.1951222,4.1463413,-0.0285344
89,-1.0019531,0.2324219,0.0541992,-22.6829281,-7.8658538,4.2682929,-0.0258488
90,-1,0.2353516,0.0541992,-22.3170738,-7.8658538,3.9634147,-0.0234989
91,-0.9980469,0.2353516,0.0527344,-22.0121956,-8.1097565,3.8414636,-0.024506
92,-0.9941406,0.2387695,0.0576172,-21.4024391,-8.4756098,3.5975611,-0.0231632
93,-0.9985352,0.2382812,0.0556641,-21.3414631,-8.719512,3.1707318,-0.0231632
94,-1.0004883,0.2446289,0.0551758,-21.5853672,-8.841464,3.1097562,-0.0258488
95,-0.9980469,0.2451172,0.0556641,-21.2195129,-8.780488,3.1707318,-0.024506
96,-0.9970703,0.2485352,0.0571289,-21.0975609,-9.0853662,2.8658538,-0.0248417
97,-0.9960938,0.2490234,0.0585938,-20.9756107,-9.5731707,2.9268293,-0.0251774
98,-0.9853516,0.25,0.0498047,-21.4024391,-9.5121956,3.4146342,-0.0275273
99,-0.9804688,0.2475586,0.0537109,-21.2195129,-9.6951218,3.3536587,-0.0255131
100,-0.96875,0.2451172,0.0668945,-21.4634151,-9.9390249,3.1097562,-0.0258488
101,-0.9624023,0.2446289,0.0742188,-21.5243912,-9.8170738,2.804878,-0.0251774
102,-0.9589844,0.2480469,0.0830078,-21.4634151,-9.7560978,2.6219513,-0.0271916
103,-0.9560547,0.2490234,0.0800781,-21.4024391,-9.3902445,2.5,-0.0238346
104,-0.953125,0.2451172,0.0810547,-21.5243912,-9.1463413,2.5609756,-0.0218204
105,-0.9526367,0.2436523,0.0668945,-22.1951218,-8.780488,3.0487804,-0.0231632
106,-0.9609375,0.2416992,0.0561523,-22.0121956,-8.5365858,3.2317073,-0.021149
107,-0.9711914,0.2421875,0.0341797,-22.560976,-7.8048782,3.9024391,-0.0218204
108,-0.9775391,0.2416992,0.0302734,-22.9878063,-7.6829271,4.2682929,-0.0271916
109,-0.9819336,0.2416992,0.0341797,-22.439024,-7.9268293,4.7560978,-0.0325628
110,-0.9794922,0.2416992,0.0361328,-22.7439022,-7.9878049,4.5121951,-0.0305486
111,-0.9824219,0.2402344,0.0366211,-22.9268303,-8.3536587,4.0853658,-0.0292058
112,-0.9833984,0.2338867,0.0390625,-22.8658543,-8.6585369,3.7804878,-0.0318914
113,-0.9887695,0.2285156,0.0532227,-23.1707325,-8.6585369,3.2317073,-0.0308843
114,-0.9892578,0.2231445,0.0673828,-22.8658543,-9.0243902,3.1097562,-0.0298772
115,-0.9863281,0.2138672,0.0654297,-22.3170738,-9.4512196,3.5365853,-0.0285344
116,-0.9785156,0.2070312,0.0610352,-20.5487804,-10.2439022,3.6585367,-0.0258488
117,-0.972168,0.2084961,0.0649414,-19.8170738,-10.3658543,3.9634147,-0.0298772
118,-0.9663086,0.2080078,0.0620117,-18.4756107,-10.7317076,4.0853658,-0.0285344
119,-0.9594727,0.2104492,0.0581055,-18.1097565,-10.7317076,4.390244,-0.0298772
120,-0.949707,0.2211914,0.0620117,-16.7682934,-10.6097565,4.390244,-0.0419623
121,-0.9516602,0.2280273,0.0678711,-16.5853653,-10.5487804,4.0853658,-0.0943313
122,-0.9580078,0.2412109,0.065918,-16.0365849,-10.1829271,3.8414636,-0.1896696
123,-0.9628906,0.2460938,0.0683594,-16.280489,-9.6951218,3.9024391,-0.2064546
124,-0.9599609,0.2485352,0.0556641,-17.3170738,-9.9390249,4.2073174,-0.1752346
125,-0.9648438,0.2446289,0.0556641,-18.1707325,-9.3292685,4.6341462,-0.1587854
126,-0.9750977,0.2456055,0.0527344,-18.5975609,-9.0853662,5.0609756,-0.1305867
127,-0.9755859,0.2392578,0.0546875,-19.2073174,-9.2682924,5.5487804,-0.0896315
128,-0.9829102,0.237793,0.0576172,-19.2073174,-9.1463413,5.9146342,-0.0459907
129,-0.9848633,0.2329102,0.0620117,-18.780489,-9.3292685,5.8536587,-0.0164492
130,-0.9882812,0.2294922,0.0615234,-18.7195129,-9.7560978,5.7317076,0
131,-0.9897461,0.2299805,0.0625,-17.6219521,-9.8780489,5,0.0157778
132,-0.9887695,0.2319336,0.0629883,-17.3780499,-10.1219511,4.7560978,0.0251774
133,-0.9882812,0.2421875,0.0561523,-16.9512196,-10.1829271,4.390244,0.0265202
134,-0.9907227,0.2421875,0.0541992,-16.7073174,-10.6097565,4.1463413,0.0251774
135,-0.9921875,0.25,0.0517578,-17.0731716,-10.6097565,4.390244,0.0265202
136,-0.9916992,0.2460938,0.0517578,-17.2560978,-10.7317076,4.4512196,0.0224918
137,-0.9848633,0.2402344,0.0527344,-17.1951218,-10.6707315,4.5731707,0.0198062
138,-0.9790039,0.237793,0.0566406,-17.5,-11.280488,4.9390244,0.0157778
139,-0.9765625,0.2373047,0.0576172,-17.5,-11.0975609,4.8170733,0.0104067
140,-0.9775391,0.2368164,0.0576172,-17.8658543,-10.7926836,4.9390244,0.0063783
141,-0.9731445,0.237793,0.0610352,-17.9268303,-10.7926836,4.7560978,0.0043641
142,-0.9746094,0.2426758,0.0664062,-17.7439022,-10.6097565,4.8780489,0.0016785
143,-0.9804688,0.2460938,0.0683594,-17.6219521,-10.5487804,4.6951222,-0.0030213
144,-0.9829102,0.2470703,0.0673828,-17.2560978,-10.4878054,4.7560978,-0.0087282
145,-0.9790039,0.2470703,0.0693359,-17.3170738,-10.6097565,4.5121951,-0.0124208
146,-0.9838867,0.2524414,0.0698242,-17.1341476,-10.6707315,4.4512196,-0.0157778
147,-0.9824219,0.2568359,0.0683594,-17.8658543,-10.6097565,4.7560978,-0.017792
148,-0.9736328,0.2626953,0.0722656,-18.2926826,-10.6097565,4.7560978,-0.024506
149,-0.9726562,0.2602539,0.0732422,-19.0243912,-10.4268293,4.6951222,-0.03122
150,-0.9663086,0.2587891,0.0771484,-19.2682934,-10.2439022,4.7560978,-0.0433051
151,-0.9628906,0.2509766,0.0869141,-19.3902435,-9.8170738,4.9390244,-0.0520333
152,-0.9599609,0.2480469,0.0913086,-19.2682934,-9.6951218,4.6951222,-0.056733
153,-0.9545898,0.2348633,0.0908203,-19.4512196,-9.5121956,5.0609756,-0.0607614
154,-0.9526367,0.2402344,0.0878906,-19.0243912,-9.5731707,5.3048782,-0.0553902
155,-0.9443359,0.2255859,0.0771484,-18.6585369,-9.5121956,5.1829271,-0.049012
156,-0.9394531,0.2231445,0.0751953,-18.4146347,-9.0853662,5.609756,-0.0486763
157,-0.9389648,0.2202148,0.0688477,-17.9268303,-8.5975609,5.609756,-0.0433051
158,-0.9414062,0.2236328,0.0664062,-17.5,-7.9878049,5.4268293,-0.0379339
159,-0.9462891,0.2324219,0.0585938,-17.6219521,-7.6219516,5.3658538,-0.0392767
160,-0.9633789,0.2412109,0.0571289,-17.3170738,-7.3170733,5.2439027,-0.0345769
161,-0.9628906,0.2514648,0.0600586,-17.5,-7.3780489,5.1829271,-0.0352483
162,-0.9682617,0.2583008,0.0576172,-17.9268303,-7.3170733,4.8780489,-0.0359197
163,-0.9770508,0.262207,0.0561523,-18.5365849,-7.2560978,4.6951222,-0.03122
164,-0.9804688,0.2670898,0.0566406,-19.0853672,-7.3170733,4.9390244,-0.0292058
165,-0.980957,0.2651367,0.0551758,-19.6951218,-7.1951222,4.6951222,-0.0419623
166,-0.9799805,0.2646484,0.0581055,-20.1829281,-7.6829271,4.2073174,-0.0688182
167,-0.9785156,0.2636719,0.0576172,-20.3048782,-7.5609756,4.1463413,-0.0802319
168,-0.9726562,0.2612305,0.0556641,-20.6707325,-7.5609756,4.1463413,-0.0782177
169,-0.9736328,0.2636719,0.0576172,-21.4024391,-7.5609756,4.0853658,-0.0664683
170,-0.9711914,0.2558594,0.0507812,-21.8902435,-7.9268293,4.1463413,-0.0463264
171,-0.9599609,0.2436523,0.0527344,-22.3780499,-7.6829271,4.7560978,-0.0298772
172,-0.9550781,0.2382812,0.0585938,-22.8048782,-7.3170733,4.7560978,-0.017792
173,-0.9545898,0.2353516,0.0634766,-22.8048782,-6.8292685,5.0609756,-0.011078
174,-0.9545898,0.234375,0.065918,-22.8658543,-6.8292685,4.8780489,-0.0117494
175,-0.9619141,0.2280273,0.065918,-22.560976,-5.9756098,4.7560978,-0.0154421
176,-0.9633789,0.2294922,0.065918,-22.7439022,-5.7926831,4.8170733,-0.017792
177,-0.972168,0.230957,0.0654297,-22.1341476,-5.8536587,4.5121951,-0.0117494
178,-0.9770508,0.2324219,0.0625,-21.7682934,-5.5487804,4.6341462,-0.0124208
179,-0.9799805,0.2324219,0.0546875,-20.8536587,-5.9146342,4.7560978,-0.0164492
180,-0.9819336,0.2368164,0.059082,-20.9146347,-5.7926831,4.6951222,-0.0204776
181,-0.9804688,0.2348633,0.0625,-20.9756107,-6.2195125,4.6951222,-0.0251774
182,-0.9736328,0.2392578,0.0698242,-20.3048782,-6.3414636,4.2682929,-0.0305486
183,-0.9707031,0.2426758,0.0688477,-20,-6.5243902,4.0243902,-0.0305486
184,-0.9765625,0.2373047,0.0722656,-19.5731716,-6.280488,3.7195122,-0.035584
185,-0.9755859,0.2387695,0.0717773,-19.6341476,-6.1585369,3.7804878,-0.0406195
186,-0.984375,0.2441406,0.0737305,-19.2073174,-6.1585369,3.8414636,-0.0412909
187,-0.9858398,0.2470703,0.0742188,-18.8414631,-6.0975609,4.0853658,-0.0386053
188,-0.984375,0.2426758,0.0717773,-18.5975609,-6.5243902,3.9634147,-0.0406195
189,-0.9858398,0.2402344,0.0615234,-18.2317085,-6.5243902,4.2073174,-0.0406195
190,-0.9907227,0.2431641,0.0532227,-18.4756107,-6.4634147,4.5121951,-0.0379339
191,-0.9897461,0.2426758,0.0532227,-18.9024391,-6.3414636,4.6341462,-0.0379339
192,-0.984375,0.2368164,0.0576172,-18.9024391,-6.6463418,4.6341462,-0.0406195
193,-0.9853516,0.2241211,0.0654297,-18.5365849,-6.6463418,4.2682929,-0.0419623
194,-0.9799805,0.2211914,0.065918,-18.1707325,-6.890244,4.2073174,-0.0446479
195,-0.9770508,0.2172852,0.0615234,-17.0121956,-7.1951222,4.2682929,-0.0486763
196,-0.9755859,0.2211914,0.0620117,-16.3414631,-7.0121951,3.9634147,-0.0520333
197,-0.9726562,0.2275391,0.050293,-15.4878054,-7.1951222,4.3292685,-0.0530404
198,-0.9716797,0.2270508,0.0478516,-15.060976,-7.0731707,4.5121951,-0.0520333
199,-0.9707031,0.2294922,0.0458984,-14.5731707,-7.0121951,4.8170733,-0.056733
200,-0.9658203,0.2338867,0.0527344,-14.5731707,-7.0121951,4.8170733,-0.056733
201,-0.9624023,0.2333984,0.0610352,-14.7560978,-7.1341467,4.7560978,-0.0621042
202,-0.9560547,0.2338867,0.0668945,-15,-7.0731707,4.5731707,-0.0621042
203,-0.9570312,0.2304688,0.0693359,-15.1829271,-7.2560978,4.5121951,-0.0641184
204,-0.9555664,0.2299805,0.074707,-15,-6.8292685,4.4512196,-0.0627756
205,-0.9541016,0.234375,0.0805664,-14.6341467,-6.2195125,4.6341462,-0.0627756
206,-0.9570312,0.237793,0.0839844,-14.2073174,-5.7317076,4.6341462,-0.0580758
207,-0.9599609,0.2412109,0.0849609,-13.9634151,-5.609756,4.8780489,-0.0594186
208,-0.9633789,0.2480469,0.0825195,-13.5975609,-5.670732,5.1219511,-0.0621042
209,-0.9624023,0.25,0.0786133,-13.7195129,-5.5487804,5.1829271,-0.063447
210,-0.9648438,0.2553711,0.0766602,-14.2682934,-5.0609756,5.3658538,-0.0647898
211,-0.9643555,0.2553711,0.0688477,-14.3902445,-5.2439027,4.9390244,-0.0621042
212,-0.9580078,0.2524414,0.0625,-15.1219511,-5.0609756,4.8780489,-0.0624399
213,-0.9570312,0.2558594,0.0625,-15.3658543,-5.1219511,4.4512196,-0.0621042
214,-0.9604492,0.2539062,0.0576172,-15.7926836,-4.7560978,4.2682929,-0.063447
215,-0.9599609,0.25,0.0493164,-16.1585369,-4.6341462,3.4756098,-0.0715038
216,-0.9604492,0.2495117,0.0473633,-16.5243912,-4.6951222,3.4756098,-0.0741894
217,-0.9575195,0.253418,0.0449219,-17.0121956,-4.5121951,3.5975611,-0.0782177
218,-0.9609375,0.2558594,0.0454102,-17.1341476,-4.6341462,3.4146342,-0.0909743
219,-0.9614258,0.2543945,0.0424805,-17.1951218,-4.4512196,3.3536587,-0.0970169
220,-0.9624023,0.2578125,0.0400391,-17.6219521,-4.2073174,3.2317073,-0.1017166
221,-0.9643555,0.2597656,0.0410156,-18.4756107,-4.1463413,3.2926829,-0.102388
222,-0.9692383,0.2573242,0.0410156,-19.0853672,-3.9024391,3.2926829,-0.1010452
223,-0.9785156,0.2524414,0.0444336,-19.4512196,-3.7195122,2.9878049,-0.0960098
224,-0.9907227,0.2412109,0.0541992,-19.7560978,-3.9634147,3.0487804,-0.0869459
225,-0.987793,0.2392578,0.0546875,-19.6951218,-4.2682929,3.2926829,-0.0772107
226,-0.9887695,0.2285156,0.0634766,-19.3902435,-4.6951222,3.3536587,-0.0715038
227,-0.9902344,0.2304688,0.0629883,-19.4512196,-5,3.2926829,-0.0621042
228,-0.9897461,0.2231445,0.0664062,-18.5975609,-5.3048782,3.2317073,-0.0540475
229,-0.9882812,0.2202148,0.065918,-18.4146347,-5.8536587,3.4146342,-0.0500191
