Application:, Trigno Discover (1.6.5)
Date/Time:, 04/02/2025 15:58:51
Collection Length (seconds):, 44.9685
wrist (81457), , , , , , bicep (81139)
sensor mode: 609, , , , , , sensor mode: 40
ACC X (G), ACC Y (G), ACC Z (G), GYRO X (deg/s), GYRO Y (deg/s), GYRO Z (deg/s), EMG 1 (mV)
370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 370.3704 Hz, 2148.1481 Hz
-0.9946289, 0.1816406, 0.0859375, 84.8170776, 18.9024391, 50.2439041, 0.972015
-0.9897461, 0.1831055, 0.0683594, 82.7439041, 21.280489, 50.0609779, 0.923003
-0.9912109, 0.1860352, 0.0439453, 81.646347, 22.3780499, 49.8780518, 0.8657664
-0.9916992, 0.1855469, 0.0371094, 79.3292694, 23.8414631, 49.2682953, 0.8498207
-0.9916992, 0.1821289, 0.0361328, 78.9024429, 25.9146347, 49.8780518, 0.8431067
-0.9921875, 0.1816406, 0.0263672, 79.0243912, 26.8292694, 49.8170738, 0.8347143
-0.9897461, 0.1796875, -0.0039062, 78.4146347, 26.2195129, 49.5731735, 0.7507897
-0.9863281, 0.1835938, -0.0126953, 77.7439041, 25.060976, 49.3292694, 0.7289693
-0.9814453, 0.1845703, -0.0205078, 75.9756088, 22.8048782, 48.5365868, 0.7155413
-0.9760742, 0.190918, -0.0253906, 74.8780518, 21.8902435, 48.1707344, 0.7074846
-0.9716797, 0.1992188, -0.0258789, 73.1707306, 20.3658543, 47.8048782, 0.6839857
-0.9702148, 0.222168, -0.0297852, 72.9268341, 19.7560978, 47.9268303, 0.7054704
-0.9736328, 0.2304688, -0.0356445, 72.1341476, 19.3292694, 47.8658562, 0.6799573
-0.9707031, 0.2568359, -0.0551758, 71.9512177, 19.3292694, 48.2317085, 0.6319524
-0.9746094, 0.2695312, -0.065918, 70.18293, 18.2317085, 48.4146347, 0.6396735
-0.9716797, 0.2827148, -0.0698242, 67.5609741, 15.4268293, 47.3780518, 0.6447089
-0.9672852, 0.2919922, -0.0664062, 65.9146347, 13.9024391, 46.341465, 0.6672007
-0.9594727, 0.2963867, -0.0551758, 62.5, 12.0731707, 43.1707344, 0.7390402
-0.9511719, 0.2978516, -0.0527344, 60.9146347, 11.7073174, 41.0365868, 0.821622
-0.9492188, 0.2905273, -0.0620117, 57.0121956, 12.1951218, 36.7073174, 0.7813382
-0.9560547, 0.2758789, -0.0605469, 54.8780518, 12.9268293, 34.6951218, 0.7907378
-0.9619141, 0.2636719, -0.0571289, 49.7560997, 12.560976, 31.4634151, 0.7907378
-0.9682617, 0.2431641, -0.0620117, 47.6219521, 11.7073174, 30.3048782, 0.7689174
-0.9677734, 0.2285156, -0.0576172, 43.9024391, 10.8536587, 28.9024391, 0.8243076
-0.9697266, 0.2060547, -0.0415039, 42.7439041, 10.5487804, 28.6585369, 0.9606012
-0.9794922, 0.1982422, -0.0332031, 42.2560997, 10.3658543, 28.0487804, 0.9485161
-0.9799805, 0.1860352, -0.0161133, 43.7804871, 9.5121956, 28.4756107, 0.8959792
-0.9770508, 0.1806641, -0.0131836, 44.8780479, 8.780488, 28.6585369, 0.919646
-0.9682617, 0.1811523, -0.0107422, 46.6463432, 7.4390244, 28.4756107, 0.9525444
-0.9638672, 0.184082, -0.0112305, 47.5, 7.2560978, 27.8658543, 1.0136416
-0.9614258, 0.1987305, -0.0058594, 49.0853653, 6.7073174, 27.0121956, 1.0556039
-0.956543, 0.2143555, -0.0097656, 49.7560997, 6.280488, 26.1585369, 1.0750744
-0.9560547, 0.2241211, -0.0200195, 50.2439041, 5.8536587, 24.7560978, 1.0982376
-0.9526367, 0.2290039, -0.0532227, 49.6951218, 6.0365853, 23.9024391, 1.1334859
-0.9521484, 0.230957, -0.0654297, 46.8292694, 6.280488, 22.1341476, 1.1663844
-0.9584961, 0.2250977, -0.0673828, 45.2439041, 6.0975609, 21.5853672, 1.1156939
-0.9648438, 0.2236328, -0.0610352, 42.4390259, 5.3048782, 19.5731716, 1.0834668
-0.9755859, 0.2250977, -0.050293, 41.2195129, 4.2682929, 18.7195129, 1.0712139
-0.9819336, 0.2216797, -0.0507812, 40.8536606, 4.2682929, 18.1707325, 0.9780575
-0.9819336, 0.215332, -0.0620117, 40, 3.9634147, 16.9512196, 0.8478065
-0.9824219, 0.2128906, -0.0634766, 39.1463432, 3.5975611, 16.2195129, 0.8854047
-0.9887695, 0.2143555, -0.059082, 38.0487823, 2.5609756, 14.6951227, 0.8377356
-0.9926758, 0.2133789, -0.043457, 37.6829262, 1.9512196, 14.3292685, 0.7516289
-0.9921875, 0.2207031, -0.0410156, 37.8048782, 1.9512196, 13.4146347, 0.7353475
-0.9833984, 0.2329102, -0.0390625, 37.6829262, 1.8902439, 12.9878054, 0.7053025
-0.9741211, 0.2387695, -0.0390625, 37.6829262, 2.6219513, 11.5243902, 0.6614939
-0.9711914, 0.2416992, -0.0449219, 37.1341476, 2.9878049, 10.9756098, 0.5530632
-0.9682617, 0.2416992, -0.0424805, 35.7926826, 2.6219513, 8.719512, 0.5446708
-0.9648438, 0.2416992, -0.0400391, 34.4512215, 2.804878, 6.280488, 0.5258717
-0.9614258, 0.2387695, -0.0415039, 33.9024391, 2.804878, 5.1829271, 0.4805524
-0.9663086, 0.2397461, -0.0439453, 32.3170738, 3.9634147, 3.1097562, 0.4959945
-0.9643555, 0.2358398, -0.0527344, 31.4634151, 4.4512196, 2.4390244, 0.4926375
-0.9829102, 0.2299805, -0.0654297, 29.2073174, 4.4512196, 1.8292683, 0.4775311
-0.996582, 0.2192383, -0.0722656, 28.2317085, 4.2682929, 1.5243902, 0.5302358
